Country,Region,Year,Life,GDP
Spain,Europe & Central Asia,2004,79.87073171,24919
Sri Lanka,South Asia,2004,73.68029268,1075
St. Kitts and Nevis,Latin America & Caribbean,2004,..,10476
St. Lucia,Latin America & Caribbean,2004,72.61956098,5504
St. Vincent and the Grenadines,Latin America & Caribbean,2004,71.02129268,4808
Sudan,Sub-Saharan Africa,2004,59.43814634,565
Suriname,Latin America & Caribbean,2004,68.56597561,3006
Swaziland,Sub-Saharan Africa,2004,45.74534146,2530
Sweden,Europe & Central Asia,2004,80.49756098,42442
Switzerland,Europe & Central Asia,2004,81.08780488,53256
Syrian Arab Republic,Middle East & North Africa,2004,74.09568293,1409
Tajikistan,Europe & Central Asia,2004,65.53702439,309
Tanzania,Sub-Saharan Africa,2004,54.4162439,345
Thailand,East Asia & Pacific,2004,71.78646341,2660
Togo,Sub-Saharan Africa,2004,54.16321951,350
Tonga,East Asia & Pacific,2004,71.31443902,2284
Trinidad and Tobago,Latin America & Caribbean,2004,68.87182927,10291
Tunisia,Middle East & North Africa,2004,74.13743902,3113
Turkey,Europe & Central Asia,2004,72.02987805,6041
Turkmenistan,Europe & Central Asia,2004,64.33743902,1454
Turks and Caicos Islands,Latin America & Caribbean,2004,.., .. 
Tuvalu,East Asia & Pacific,2004,..,2177
Uganda,Sub-Saharan Africa,2004,50.7012439,288
Ukraine,Europe & Central Asia,2004,68.18536585,1367
United Arab Emirates,Middle East & North Africa,2004,75.45726829,36161
United Kingdom,Europe & Central Asia,2004,78.74634146,39825
United States,North America,2004,77.48780488,41922
Uruguay,Latin America & Caribbean,2004,75.46441463,4117
Uzbekistan,Europe & Central Asia,2004,67.26502439,465
Vanuatu,East Asia & Pacific,2004,68.99,1788
"Venezuela, RB",Latin America & Caribbean,2004,73.08643902,4271
Vietnam,East Asia & Pacific,2004,73.95902439,607
Virgin Islands (U.S.),Latin America & Caribbean,2004,78.72439024,35192
West Bank and Gaza,Middle East & North Africa,2004,71.33946341,1338
"Yemen, Rep.",Middle East & North Africa,2004,61.29265854,693
Zambia,Sub-Saharan Africa,2004,47.93239024,530
Zimbabwe,Sub-Saharan Africa,2004,41.05934146,454
Afghanistan,South Asia,2005,57.0272439,250
Albania,Europe & Central Asia,2005,76.08160976,2709
Algeria,Middle East & North Africa,2005,72.19656098,3100
American Samoa,East Asia & Pacific,2005,..,8508
Angola,Sub-Saharan Africa,2005,48.53880488,1444
Antigua and Barbuda,Latin America & Caribbean,2005,74.42543902,11372
Argentina,Latin America & Caribbean,2005,74.68780488,5077
Armenia,Europe & Central Asia,2005,73.28739024,1644
Aruba,Latin America & Caribbean,2005,74.22807317,23303
Australia,East Asia & Pacific,2005,80.84146341,34017
Austria,Europe & Central Asia,2005,79.33170732,38242
Azerbaijan,Europe & Central Asia,2005,68.93726829,1578
"Bahamas, The",Latin America & Caribbean,2005,73.63887805,23405
Bahrain,Middle East & North Africa,2005,75.42214634,17959
Bangladesh,South Asia,2005,67.97185366,484
Barbados,Latin America & Caribbean,2005,74.03034146,14224
Belarus,Europe & Central Asia,2005,68.85121951,3126
Belgium,Europe & Central Asia,2005,78.9804878,36967
Belize,Latin America & Caribbean,2005,69.08636585,3933
Benin,Sub-Saharan Africa,2005,57.06597561,602
Bermuda,North America,2005,78.68536585,75882
Bhutan,South Asia,2005,64.91843902,1247
Bolivia,Latin America & Caribbean,2005,63.53978049,1046
Bosnia and Herzegovina,Europe & Central Asia,2005,75.09353659,2968
Botswana,Sub-Saharan Africa,2005,54.55221951,5351
Brazil,Latin America & Caribbean,2005,71.83963415,4770
Brunei Darussalam,East Asia & Pacific,2005,76.21346341,26102
Bulgaria,Europe & Central Asia,2005,72.56097561,3894
Burkina Faso,Sub-Saharan Africa,2005,53.58131707,407
Burundi,Sub-Saharan Africa,2005,52.69695122,151
Cabo Verde,Sub-Saharan Africa,2005,71.52353659,2048
Cambodia,East Asia & Pacific,2005,62.96770732,474
Cameroon,Sub-Saharan Africa,2005,51.88904878,952
Canada,North America,2005,80.29268293,36190
Cayman Islands,Latin America & Caribbean,2005,.., .. 
Central African Republic,Sub-Saharan Africa,2005,44.73809756,327
Chad,Sub-Saharan Africa,2005,47.97390244,660
Channel Islands,Europe & Central Asia,2005,78.90321951,57211
Chile,Latin America & Caribbean,2005,78.63829268,7615
China,East Asia & Pacific,2005,73.76695122,1753
Colombia,Latin America & Caribbean,2005,72.26392683,3386
Comoros,Sub-Saharan Africa,2005,60.10978049,622
"Congo, Rep.",Sub-Saharan Africa,2005,53.56153659,1637
Costa Rica,Latin America & Caribbean,2005,78.08665854,4697
Cote d'Ivoire,Sub-Saharan Africa,2005,47.75185366,932
Croatia,Europe & Central Asia,2005,75.24463415,10224
Cuba,Latin America & Caribbean,2005,77.93214634,3779
Cyprus,Europe & Central Asia,2005,78.58960976,25324
Czech Republic,Europe & Central Asia,2005,75.92439024,13318
Denmark,Europe & Central Asia,2005,77.84390244,48800
Djibouti,Middle East & North Africa,2005,57.98429268,905
Dominica,Latin America & Caribbean,2005,..,5244
Dominican Republic,Latin America & Caribbean,2005,71.70039024,3681
Ecuador,Latin America & Caribbean,2005,74.13797561,3022
"Egypt, Arab Rep.",Middle East & North Africa,2005,69.42968293,1168
El Salvador,Latin America & Caribbean,2005,70.17892683,2835
Equatorial Guinea,Sub-Saharan Africa,2005,53.67458537,10851
Eritrea,Sub-Saharan Africa,2005,58.59241463,277
Estonia,Europe & Central Asia,2005,72.56829268,10338
Ethiopia,Sub-Saharan Africa,2005,56.23656098,162
Faroe Islands,Europe & Central Asia,2005,79.2902439,35847
Fiji,East Asia & Pacific,2005,68.49178049,3659
Finland,Europe & Central Asia,2005,78.81707317,38969
France,Europe & Central Asia,2005,80.16341463,34880
French Polynesia,East Asia & Pacific,2005,74.22668293, .. 
Gabon,Sub-Saharan Africa,2005,59.46804878,6741
"Gambia, The",Sub-Saharan Africa,2005,57.89209756,432
Georgia,Europe & Central Asia,2005,72.9902439,1530
Germany,Europe & Central Asia,2005,78.93170732,34697
Ghana,Sub-Saharan Africa,2005,58.70104878,498
Greece,Europe & Central Asia,2005,79.23902439,22552
Greenland,Europe & Central Asia,2005,69.22073171,29089
Grenada,Latin America & Caribbean,2005,71.37209756,6755
Guam,East Asia & Pacific,2005,76.74753659,26496
Guatemala,Latin America & Caribbean,2005,69.64597561,2078
Guinea,Sub-Saharan Africa,2005,52.58660976,303
Guinea-Bissau,Sub-Saharan Africa,2005,52.33929268,425
Guyana,Latin America & Caribbean,2005,65.5825122,1098
Haiti,Latin America & Caribbean,2005,59.17846341,465
Honduras,Latin America & Caribbean,2005,71.48217073,1312
"Hong Kong SAR, China",East Asia & Pacific,2005,81.5804878,26650
Hungary,Europe & Central Asia,2005,72.64878049,11162
Iceland,Europe & Central Asia,2005,81.50243902,56250
India,South Asia,2005,64.52387805,707
Indonesia,East Asia & Pacific,2005,67.16856098,1261
"Iran, Islamic Rep.",Middle East & North Africa,2005,71.93170732,3122
Iraq,Middle East & North Africa,2005,68.38168293,1850
Ireland,Europe & Central Asia,2005,78.94390244,50887
Israel,Middle East & North Africa,2005,80.15121951,20611
Italy,Europe & Central Asia,2005,80.78292683,31959
Jamaica,Latin America & Caribbean,2005,73.42802439,4082
Japan,East Asia & Pacific,2005,81.92512195,37218
Jordan,Middle East & North Africa,2005,72.63890244,2203
Kazakhstan,Europe & Central Asia,2005,65.9097561,3771
Kenya,Sub-Saharan Africa,2005,53.51982927,520
Kiribati,East Asia & Pacific,2005,64.78236585,1215
"Korea, Dem. People’s Rep.",East Asia & Pacific,2005,68.157, .. 
"Korea, Rep.",East Asia & Pacific,2005,78.43268293,18640
Kuwait,Middle East & North Africa,2005,73.65141463,35490
Kyrgyz Republic,Europe & Central Asia,2005,67.95609756,477
Lao PDR,East Asia & Pacific,2005,61.7345122,475
Latvia,Europe & Central Asia,2005,71.35609756,7559
Lebanon,Middle East & North Africa,2005,76.83258537,5339
Lesotho,Sub-Saharan Africa,2005,43.65773171,863
Liberia,Sub-Saharan Africa,2005,55.06617073,169
Libya,Middle East & North Africa,2005,71.471,8171
Liechtenstein,Europe & Central Asia,2005,80.66829268,104994
Lithuania,Europe & Central Asia,2005,71.25365854,7863
Luxembourg,Europe & Central Asia,2005,79.43170732,80290
"Macao SAR, China",East Asia & Pacific,2005,78.64902439,25059
"Macedonia, FYR",Europe & Central Asia,2005,74.08890244,3038
Madagascar,Sub-Saharan Africa,2005,61.18729268,275
Malawi,Sub-Saharan Africa,2005,48.27592683,280
Malaysia,East Asia & Pacific,2005,73.60060976,5594
Maldives,South Asia,2005,74.33234146,3488
Mali,Sub-Saharan Africa,2005,52.57970732,488
Malta,Middle East & North Africa,2005,79.3,15835
Marshall Islands,East Asia & Pacific,2005,..,2646
Mauritania,Sub-Saharan Africa,2005,60.66036585,698
Mauritius,Sub-Saharan Africa,2005,72.43219512,5116
Mexico,Latin America & Caribbean,2005,75.28209756,7987
"Micronesia, Fed. Sts.",East Asia & Pacific,2005,67.92436585,2353
Moldova,Europe & Central Asia,2005,67.67807317,831
Monaco,Europe & Central Asia,2005,..,126656
Mongolia,East Asia & Pacific,2005,65.16692683,999
Montenegro,Europe & Central Asia,2005,73.58429268,3675
Morocco,Middle East & North Africa,2005,70.43982927,2014
Mozambique,Sub-Saharan Africa,2005,50.64160976,369
Myanmar,East Asia & Pacific,2005,63.55526829,247
Namibia,Sub-Saharan Africa,2005,55.97743902,3573
Nepal,South Asia,2005,65.49429268,317
Netherlands,Europe & Central Asia,2005,79.34634146,41577
New Caledonia,East Asia & Pacific,2005,75.16829268, .. 
New Zealand,East Asia & Pacific,2005,79.85121951,27751
Nicaragua,Latin America & Caribbean,2005,71.83809756,1175
Niger,Sub-Saharan Africa,2005,53.93685366,250
Nigeria,Sub-Saharan Africa,2005,48.6664878,808
Northern Mariana Islands,East Asia & Pacific,2005,..,16645
Norway,Europe & Central Asia,2005,80.04146341,66775
Oman,Middle East & North Africa,2005,74.40760976,12377
Pakistan,South Asia,2005,63.87763415,711
Palau,East Asia & Pacific,2005,69.12926829,9711
Panama,Latin America & Caribbean,2005,75.97163415,4917
Papua New Guinea,East Asia & Pacific,2005,60.64307317,771
Paraguay,Latin America & Caribbean,2005,71.28631707,1507
Peru,Latin America & Caribbean,2005,72.4585122,2755
Philippines,East Asia & Pacific,2005,67.2664878,1195
Poland,Europe & Central Asia,2005,74.99512195,8021
Portugal,Europe & Central Asia,2005,78.07073171,18785
Puerto Rico,Latin America & Caribbean,2005,78.29609756,21959
Qatar,Middle East & North Africa,2005,77.02353659,51488
Russian Federation,Europe & Central Asia,2005,65.5297561,5323
Rwanda,Sub-Saharan Africa,2005,54.75160976,287
Samoa,East Asia & Pacific,2005,70.99692683,2571
San Marino,Europe & Central Asia,2005,81.97560976,47039
Sao Tome and Principe,Sub-Saharan Africa,2005,64.57690244,811
Saudi Arabia,Middle East & North Africa,2005,73.177,13740
Senegal,Sub-Saharan Africa,2005,60.36192683,774
Serbia,Europe & Central Asia,2005,72.83414634,3528
Seychelles,Sub-Saharan Africa,2005,72.13170732,11093
Sierra Leone,Sub-Saharan Africa,2005,43.60307317,288
Singapore,East Asia & Pacific,2005,79.9902439,29870
Slovak Republic,Europe & Central Asia,2005,73.90487805,11669
Slovenia,Europe & Central Asia,2005,77.61219512,18169
Solomon Islands,East Asia & Pacific,2005,65.5534878,881
Somalia,Sub-Saharan Africa,2005,52.35585366, .. 
South Africa,Sub-Saharan Africa,2005,51.55734146,5415
South Sudan,Sub-Saharan Africa,2005,51.17163415, .. 
Spain,Europe & Central Asia,2005,80.17073171,26511
Sri Lanka,South Asia,2005,73.97356098,1260
St. Kitts and Nevis,Latin America & Caribbean,2005,..,11174
St. Lucia,Latin America & Caribbean,2005,72.99907317,5810
St. Vincent and the Grenadines,Latin America & Caribbean,2005,71.22890244,5064
Sudan,Sub-Saharan Africa,2005,59.84082927,680
Suriname,Latin America & Caribbean,2005,68.846,3595
Swaziland,Sub-Saharan Africa,2005,45.86007317,2874
Sweden,Europe & Central Asia,2005,80.54634146,43085
Switzerland,Europe & Central Asia,2005,81.23658537,54798
Syrian Arab Republic,Middle East & North Africa,2005,74.36385366,1577
Tajikistan,Europe & Central Asia,2005,66.09721951,337
Tanzania,Sub-Saharan Africa,2005,55.60478049,442
Thailand,East Asia & Pacific,2005,72.15726829,2894
Togo,Sub-Saharan Africa,2005,54.50797561,372
Tonga,East Asia & Pacific,2005,71.45334146,2595
Trinidad and Tobago,Latin America & Caribbean,2005,68.97904878,12323
Tunisia,Middle East & North Africa,2005,74.3032439,3195
Turkey,Europe & Central Asia,2005,72.44812195,7384
Turkmenistan,Europe & Central Asia,2005,64.43236585,1705
Turks and Caicos Islands,Latin America & Caribbean,2005,.., .. 
Tuvalu,East Asia & Pacific,2005,..,2178
Uganda,Sub-Saharan Africa,2005,51.77021951,316
Ukraine,Europe & Central Asia,2005,67.95682927,1829
United Arab Emirates,Middle East & North Africa,2005,75.68639024,39440
United Kingdom,Europe & Central Asia,2005,79.04878049,41524
United States,North America,2005,77.48780488,44308
Uruguay,Latin America & Caribbean,2005,75.63470732,5221
Uzbekistan,Europe & Central Asia,2005,67.34704878,547
Vanuatu,East Asia & Pacific,2005,69.31785366,1886
"Venezuela, RB",Latin America & Caribbean,2005,73.20331707,5433
Vietnam,East Asia & Pacific,2005,74.13812195,699
Virgin Islands (U.S.),Latin America & Caribbean,2005,78.52439024,41154
West Bank and Gaza,Middle East & North Africa,2005,71.47087805,1455
"Yemen, Rep.",Middle East & North Africa,2005,61.49792683,814
Zambia,Sub-Saharan Africa,2005,49.42939024,691
Zimbabwe,Sub-Saharan Africa,2005,41.75960976,445
Afghanistan,South Asia,2006,57.43256098,273
Albania,Europe & Central Asia,2006,76.28612195,3005
Algeria,Middle East & North Africa,2006,72.55770732,3465
American Samoa,East Asia & Pacific,2006,..,8457
Angola,Sub-Saharan Africa,2006,49.00704878,2062
Antigua and Barbuda,Latin America & Caribbean,2006,74.61814634,12724
Argentina,Latin America & Caribbean,2006,74.84990244,5879
Armenia,Europe & Central Asia,2006,73.54826829,2158
Aruba,Latin America & Caribbean,2006,74.37619512,24015
Australia,East Asia & Pacific,2006,81.04146341,36118
Austria,Europe & Central Asia,2006,79.8804878,40431
Azerbaijan,Europe & Central Asia,2006,69.3752439,2473
"Bahamas, The",Latin America & Caribbean,2006,73.85846341,23719
Bahrain,Middle East & North Africa,2006,75.56646341,19308
Bangladesh,South Asia,2006,68.42563415,494
Barbados,Latin America & Caribbean,2006,74.19312195,15646
Belarus,Europe & Central Asia,2006,69.40487805,3848
Belgium,Europe & Central Asia,2006,79.3804878,38852
Belize,Latin America & Caribbean,2006,69.2794878,4187
Benin,Sub-Saharan Africa,2006,57.48339024,626
Bermuda,North America,2006,78.88780488,83913
Bhutan,South Asia,2006,65.63790244,1335
Bolivia,Latin America & Caribbean,2006,64.11495122,1234
Bosnia and Herzegovina,Europe & Central Asia,2006,75.23143902,3404
Botswana,Sub-Saharan Africa,2006,56.87326829,5375
Brazil,Latin America & Caribbean,2006,72.13173171,5860
Brunei Darussalam,East Asia & Pacific,2006,76.42812195,30981
Bulgaria,Europe & Central Asia,2006,72.61219512,4513
Burkina Faso,Sub-Saharan Africa,2006,54.40390244,423
Burundi,Sub-Saharan Africa,2006,53.05387805,166
Cabo Verde,Sub-Saharan Africa,2006,71.83568293,2304
Cambodia,East Asia & Pacific,2006,63.79558537,540
Cameroon,Sub-Saharan Africa,2006,52.1502439,1003
Canada,North America,2006,80.29268293,40387
Cayman Islands,Latin America & Caribbean,2006,..,64101
Central African Republic,Sub-Saharan Africa,2006,45.16312195,348
Chad,Sub-Saharan Africa,2006,48.23002439,712
Channel Islands,Europe & Central Asia,2006,79.16653659,62262
Chile,Latin America & Caribbean,2006,78.97917073,9485
China,East Asia & Pacific,2006,74.07170732,2099
Colombia,Latin America & Caribbean,2006,72.49143902,3709
Comoros,Sub-Saharan Africa,2006,60.38831707,648
"Congo, Rep.",Sub-Saharan Africa,2006,54.64782927,2012
Costa Rica,Latin America & Caribbean,2006,78.20780488,5245
Cote d'Ivoire,Sub-Saharan Africa,2006,48.2587561,952
Croatia,Europe & Central Asia,2006,75.83682927,11363
Cuba,Latin America & Caribbean,2006,78.20595122,4669
Cyprus,Europe & Central Asia,2006,78.72287805,27170
Czech Republic,Europe & Central Asia,2006,76.52439024,15159
Denmark,Europe & Central Asia,2006,78.09512195,52027
Djibouti,Middle East & North Africa,2006,58.37668293,966
Dominica,Latin America & Caribbean,2006,..,5513
Dominican Republic,Latin America & Caribbean,2006,71.91682927,3836
Ecuador,Latin America & Caribbean,2006,74.32021951,3351
"Egypt, Arab Rep.",Middle East & North Africa,2006,69.60319512,1375
El Salvador,Latin America & Caribbean,2006,70.47917073,3063
Equatorial Guinea,Sub-Saharan Africa,2006,54.07658537,12732
Eritrea,Sub-Saharan Africa,2006,59.11656098,298
Estonia,Europe & Central Asia,2006,72.69146341,12595
Ethiopia,Sub-Saharan Africa,2006,57.32492683,194
Faroe Islands,Europe & Central Asia,2006,79.58780488,40720
Fiji,East Asia & Pacific,2006,68.6665122,3750
Finland,Europe & Central Asia,2006,79.21463415,41121
France,Europe & Central Asia,2006,80.81219512,36545
French Polynesia,East Asia & Pacific,2006,74.56995122, .. 
Gabon,Sub-Saharan Africa,2006,59.88707317,7028
"Gambia, The",Sub-Saharan Africa,2006,58.25082927,439
Georgia,Europe & Central Asia,2006,73.21214634,1873
Germany,Europe & Central Asia,2006,79.13170732,36448
Ghana,Sub-Saharan Africa,2006,59.18421951,923
Greece,Europe & Central Asia,2006,79.43902439,24801
Greenland,Europe & Central Asia,2006,69.51926829,32035
Grenada,Latin America & Caribbean,2006,71.60590244,6765
Guam,East Asia & Pacific,2006,77.03256098,26556
Guatemala,Latin America & Caribbean,2006,69.88790244,2257
Guinea,Sub-Saharan Africa,2006,53.2547561,297
Guinea-Bissau,Sub-Saharan Africa,2006,52.58253659,419
Guyana,Latin America & Caribbean,2006,65.68487805,1946
Haiti,Latin America & Caribbean,2006,59.56741463,505
Honduras,Latin America & Caribbean,2006,71.67246341,1438
"Hong Kong SAR, China",East Asia & Pacific,2006,82.37560976,28224
Hungary,Europe & Central Asia,2006,73.09756098,11399
Iceland,Europe & Central Asia,2006,81.15853659,56104
India,South Asia,2006,64.90809756,792
Indonesia,East Asia & Pacific,2006,67.3674878,1586
"Iran, Islamic Rep.",Middle East & North Africa,2006,72.28812195,3631
Iraq,Middle East & North Africa,2006,68.2565122,2352
Ireland,Europe & Central Asia,2006,79.24146341,54326
Israel,Middle East & North Africa,2006,80.55365854,21905
Italy,Europe & Central Asia,2006,81.28292683,33411
Jamaica,Latin America & Caribbean,2006,73.71560976,4313
Japan,East Asia & Pacific,2006,82.32195122,35434
Jordan,Middle East & North Africa,2006,72.80104878,2537
Kazakhstan,Europe & Central Asia,2006,66.16097561,5292
Kenya,Sub-Saharan Africa,2006,54.59109756,697
Kiribati,East Asia & Pacific,2006,64.88534146,1152
"Korea, Dem. People’s Rep.",East Asia & Pacific,2006,68.2927561, .. 
"Korea, Rep.",East Asia & Pacific,2006,78.96926829,20888
Kuwait,Middle East & North Africa,2006,73.72626829,42718
Kyrgyz Republic,Europe & Central Asia,2006,67.69512195,543
Lao PDR,East Asia & Pacific,2006,62.28863415,590
Latvia,Europe & Central Asia,2006,70.86585366,9668
Lebanon,Middle East & North Africa,2006,77.24670732,5372
Lesotho,Sub-Saharan Africa,2006,44.14834146,916
Liberia,Sub-Saharan Africa,2006,56.14187805,179
Libya,Middle East & North Africa,2006,71.63104878,9345
Liechtenstein,Europe & Central Asia,2006,80.94878049,113983
Lithuania,Europe & Central Asia,2006,71.05609756,9241
Luxembourg,Europe & Central Asia,2006,79.28780488,89740
"Macao SAR, China",East Asia & Pacific,2006,78.85156098,29980
"Macedonia, FYR",Europe & Central Asia,2006,74.20673171,3326
Madagascar,Sub-Saharan Africa,2006,61.62436585,292
Malawi,Sub-Saharan Africa,2006,49.81697561,298
Malaysia,East Asia & Pacific,2006,73.71143902,6223
Maldives,South Asia,2006,74.92685366,4429
Mali,Sub-Saharan Africa,2006,53.44680488,522
Malta,Middle East & North Africa,2006,79.43902439,16672
Marshall Islands,East Asia & Pacific,2006,..,2758
Mauritania,Sub-Saharan Africa,2006,60.8837561,944
Mauritius,Sub-Saharan Africa,2006,72.43219512,5696
Mexico,Latin America & Caribbean,2006,75.43878049,8768
"Micronesia, Fed. Sts.",East Asia & Pacific,2006,68.07419512,2394
Moldova,Europe & Central Asia,2006,67.89590244,951
Monaco,Europe & Central Asia,2006,..,135535
Mongolia,East Asia & Pacific,2006,65.60609756,1335
Montenegro,Europe & Central Asia,2006,73.7855122,4384
Morocco,Middle East & North Africa,2006,70.85243902,2191
Mozambique,Sub-Saharan Africa,2006,51.11526829,386
Myanmar,East Asia & Pacific,2006,63.8242439,297
Namibia,Sub-Saharan Africa,2006,57.32487805,3881
Nepal,South Asia,2006,66.03607317,349
Netherlands,Europe & Central Asia,2006,79.69756098,44454
New Caledonia,East Asia & Pacific,2006,76.46097561, .. 
New Zealand,East Asia & Pacific,2006,80.04878049,26671
Nicaragua,Latin America & Caribbean,2006,72.21302439,1241
Niger,Sub-Saharan Africa,2006,54.65456098,258
Nigeria,Sub-Saharan Africa,2006,49.23614634,1020
Northern Mariana Islands,East Asia & Pacific,2006,..,16049
Norway,Europe & Central Asia,2006,80.34390244,74115
Oman,Middle East & North Africa,2006,74.77480488,14408
Pakistan,South Asia,2006,64.09939024,874
Palau,East Asia & Pacific,2006,..,9729
Panama,Latin America & Caribbean,2006,76.141,5349
Papua New Guinea,East Asia & Pacific,2006,60.99553659,854
Paraguay,Latin America & Caribbean,2006,71.49185366,1810
Peru,Latin America & Caribbean,2006,72.74343902,3171
Philippines,East Asia & Pacific,2006,67.3747561,1392
Poland,Europe & Central Asia,2006,75.14390244,9041
Portugal,Europe & Central Asia,2006,78.4195122,19821
Puerto Rico,Latin America & Caribbean,2006,78.41634146,22936
Qatar,Middle East & North Africa,2006,77.14560976,60257
Russian Federation,Europe & Central Asia,2006,66.72756098,6920
Rwanda,Sub-Saharan Africa,2006,56.38665854,342
Samoa,East Asia & Pacific,2006,71.27865854,2808
San Marino,Europe & Central Asia,2006,82.1804878,49605
Sao Tome and Principe,Sub-Saharan Africa,2006,64.89246341,844
Saudi Arabia,Middle East & North Africa,2006,73.25817073,15335
Senegal,Sub-Saharan Africa,2006,61.05407317,810
Serbia,Europe & Central Asia,2006,73.38536585,4130
Seychelles,Sub-Saharan Africa,2006,72.21707317,12014
Sierra Leone,Sub-Saharan Africa,2006,44.54807317,322
Singapore,East Asia & Pacific,2006,80.14146341,33580
Slovak Republic,Europe & Central Asia,2006,74.20487805,13139
Slovenia,Europe & Central Asia,2006,78.08658537,19726
Solomon Islands,East Asia & Pacific,2006,65.93460976,949
Somalia,Sub-Saharan Africa,2006,52.68278049, .. 
South Africa,Sub-Saharan Africa,2006,51.61370732,5632
South Sudan,Sub-Saharan Africa,2006,51.61329268, .. 
Spain,Europe & Central Asia,2006,80.82195122,28483
Sri Lanka,South Asia,2006,74.12453659,1449
St. Kitts and Nevis,Latin America & Caribbean,2006,..,12929
St. Lucia,Latin America & Caribbean,2006,73.36907317,6424
St. Vincent and the Grenadines,Latin America & Caribbean,2006,71.46021951,5610
Sudan,Sub-Saharan Africa,2006,60.2622439,894
Suriname,Latin America & Caribbean,2006,69.15673171,5208
Swaziland,Sub-Saharan Africa,2006,46.24136585,2937
Sweden,Europe & Central Asia,2006,80.74878049,46256
Switzerland,Europe & Central Asia,2006,81.4902439,57349
Syrian Arab Republic,Middle East & North Africa,2006,74.43241463,1762
Tajikistan,Europe & Central Asia,2006,66.66180488,404
Tanzania,Sub-Saharan Africa,2006,56.832,472
Thailand,East Asia & Pacific,2006,72.52573171,3369
Togo,Sub-Saharan Africa,2006,54.9307561,377
Tonga,East Asia & Pacific,2006,71.59370732,2893
Trinidad and Tobago,Latin America & Caribbean,2006,69.10834146,14096
Tunisia,Middle East & North Africa,2006,74.43395122,3372
Turkey,Europe & Central Asia,2006,72.82858537,8035
Turkmenistan,Europe & Central Asia,2006,64.53180488,2137
Turks and Caicos Islands,Latin America & Caribbean,2006,.., .. 
Tuvalu,East Asia & Pacific,2006,..,2259
Uganda,Sub-Saharan Africa,2006,52.75704878,336
Ukraine,Europe & Central Asia,2006,68.07756098,2303
United Arab Emirates,Middle East & North Africa,2006,75.90453659,42372
United Kingdom,Europe & Central Asia,2006,79.24878049,44017
United States,North America,2006,77.68780488,46437
Uruguay,Latin America & Caribbean,2006,75.79641463,5878
Uzbekistan,Europe & Central Asia,2006,67.43514634,654
Vanuatu,East Asia & Pacific,2006,69.6367561,2047
"Venezuela, RB",Latin America & Caribbean,2006,73.30104878,6736
Vietnam,East Asia & Pacific,2006,74.31236585,797
Virgin Islands (U.S.),Latin America & Caribbean,2006,78.62439024,41820
West Bank and Gaza,Middle East & North Africa,2006,71.60587805,1441
"Yemen, Rep.",Middle East & North Africa,2006,61.71717073,902
Zambia,Sub-Saharan Africa,2006,50.96660976,1030
Zimbabwe,Sub-Saharan Africa,2006,42.81070732,415
Afghanistan,South Asia,2007,57.83382927,370
Albania,Europe & Central Asia,2007,76.47029268,3603
Algeria,Middle East & North Africa,2007,72.89836585,3935
American Samoa,East Asia & Pacific,2007,..,8981
Angola,Sub-Saharan Africa,2007,49.43573171,2879
Antigua and Barbuda,Latin America & Caribbean,2007,74.80321951,14252
Argentina,Latin America & Caribbean,2007,75.00904878,7194
Armenia,Europe & Central Asia,2007,73.76465854,3139
Aruba,Latin America & Caribbean,2007,74.5267561,25921
Australia,East Asia & Pacific,2007,81.29268293,40992
Austria,Europe & Central Asia,2007,80.1804878,46587
Azerbaijan,Europe & Central Asia,2007,69.7565122,3851
"Bahamas, The",Latin America & Caribbean,2007,74.05946341,24301
Bahrain,Middle East & North Africa,2007,75.7077561,20977
Bangladesh,South Asia,2007,68.85997561,541
Barbados,Latin America & Caribbean,2007,74.35641463,16462
Belarus,Europe & Central Asia,2007,70.20731707,4735
Belgium,Europe & Central Asia,2007,79.78292683,44404
Belize,Latin America & Caribbean,2007,69.452,4325
Benin,Sub-Saharan Africa,2007,57.86739024,706
Bermuda,North America,2007,78.93414634,90850
Bhutan,South Asia,2007,66.29309756,1741
Bolivia,Latin America & Caribbean,2007,64.69412195,1390
Bosnia and Herzegovina,Europe & Central Asia,2007,75.3714878,4180
Botswana,Sub-Saharan Africa,2007,59.07456098,5714
Brazil,Latin America & Caribbean,2007,72.41482927,7314
Brunei Darussalam,East Asia & Pacific,2007,76.67556098,32672
Bulgaria,Europe & Central Asia,2007,72.66341463,5933
Burkina Faso,Sub-Saharan Africa,2007,55.18880488,475
Burundi,Sub-Saharan Africa,2007,53.45607317,171
Cabo Verde,Sub-Saharan Africa,2007,72.09936585,3112
Cambodia,East Asia & Pacific,2007,64.55234146,632
Cameroon,Sub-Saharan Africa,2007,52.47914634,1111
Canada,North America,2007,80.54390244,44545
Cayman Islands,Latin America & Caribbean,2007,.., .. 
Central African Republic,Sub-Saharan Africa,2007,45.68739024,397
Chad,Sub-Saharan Africa,2007,48.55921951,802
Channel Islands,Europe & Central Asia,2007,79.41080488,73570
Chile,Latin America & Caribbean,2007,79.31353659,10527
China,East Asia & Pacific,2007,74.34043902,2695
Colombia,Latin America & Caribbean,2007,72.7055122,4674
Comoros,Sub-Saharan Africa,2007,60.71234146,721
"Congo, Rep.",Sub-Saharan Africa,2007,55.80131707,2111
Costa Rica,Latin America & Caribbean,2007,78.33031707,6121
Cote d'Ivoire,Sub-Saharan Africa,2007,48.77882927,1066
Croatia,Europe & Central Asia,2007,75.70560976,13547
